n,d,repeat,elapsed,rank,T_over_rank,T_over_nk,T_over_nk2
2200,16,1,71.246999979019,1506,4.730876492631e-02,2.150398405741e-05,1.025561813016e-07
2200,16,2,74.069000005722,1545,4.794110032733e-02,2.179140923969e-05,7.743852816504e-08
2200,32,1,69.594000101089,1495,4.655117063618e-02,2.115962301645e-05,1.118716857022e-07
2200,32,2,76.196000099182,1562,4.878104999948e-02,2.217320454522e-05,7.103267051188e-08
2200,32,0,79.491000175476,1572,5.056679400476e-02,2.298490636580e-05,6.962893203575e-08
2200,32,3,89.828000068665,1622,5.538101113974e-02,2.517318688170e-05,6.016701512782e-08
2300,2,0,0.200000047684,11,1.818182251670e-02,7.905140224653e-06,7.186491113321e-07
2300,2,3,0.475999832153,34,1.399999506333e-02,6.086954375362e-06,1.790280698636e-07
2300,2,1,0.568000078201,45,1.262222396003e-02,5.487923460882e-06,1.219538546863e-07
2300,2,2,0.651999950409,48,1.358333230019e-02,5.905796652255e-06,1.230374302553e-07
2300,4,3,1.184999942780,119,9.957982712433e-03,4.329557701058e-06,3.638283782402e-08
2300,4,0,2.573999881744,221,1.164705828844e-02,5.063938386277e-06,2.291374835419e-08
2300,4,2,2.876999855042,239,1.203765629724e-02,5.233763607498e-06,2.189859249999e-08
2300,4,1,3.677999973297,305,1.205901630589e-02,5.243050567779e-06,1.719032973042e-08
2300,8,2,5.773999929428,407,1.418673201334e-02,6.168144353625e-06,1.515514583200e-08
2300,8,0,62.324000120163,1299,4.797844505016e-02,2.086019350007e-05,-1.505610666209e-07
2300,8,3,67.664000034332,1407,4.809097372732e-02,2.090911901188e-05,2.620346371278e-07
2300,8,1,68.292999982834,1228,5.561319216843e-02,2.417964876888e-05,-8.261875341933e-08
2300,16,3,91.320999860764,1569,5.820331412413e-02,2.530578874962e-05,6.679989407634e-08
2300,16,1,91.803999900818,1584,5.795707064446e-02,2.519872636715e-05,6.220366860441e-08
2300,16,0,91.911999940872,1566,5.869220941307e-02,2.551835191873e-05,6.831312735362e-08
2300,16,2,98.678999900818,1596,6.182894730628e-02,2.688215100273e-05,6.310893958472e-08
2300,32,1,98.830000162125,1617,6.111935693391e-02,2.657363344952e-05,5.749883607888e-08
2300,32,3,99.401999950409,1627,6.109526733277e-02,2.656315970990e-05,5.542565529968e-08
2300,32,2,100.281000137329,1638,6.122161180545e-02,2.661809208933e-05,5.345372486260e-08
2300,32,0,100.880000114441,1637,6.162492371072e-02,2.679344509162e-05,5.398979090863e-08
2400,2,3,0.253999948502,18,1.411110825009e-02,5.879628437537e-06,3.266460243076e-07
2400,2,1,0.490999937057,31,1.583870764702e-02,6.599461519590e-06,2.128858554706e-07
2400,2,0,0.661000013351,51,1.296078457552e-02,5.400326906466e-06,1.058887628719e-07
2400,2,2,0.798000097275,61,1.308196880778e-02,5.450820336576e-06,8.935771043568e-08
2400,4,0,1.084000110626,106,1.022641613798e-02,4.261006724160e-06,4.019817664302e-08
2400,4,3,1.335000038147,125,1.068000030518e-02,4.450000127157e-06,3.560000101725e-08
2400,4,1,2.765000104904,243,1.137860125475e-02,4.741083856146e-06,1.951063315286e-08
2400,4,2,3.299000024796,279,1.182437284873e-02,4.926822020304e-06,1.765886028783e-08
2400,8,3,5.795000076294,378,1.533068803252e-02,6.387786680218e-06,1.689890656142e-08
2400,8,1,8.124000072479,513,1.583625745123e-02,6.598440604678e-06,1.286245731906e-08
2400,8,0,65.842000007629,1400,4.703000000545e-02,1.959583333560e-05,1.609700138002e-07
2400,8,2,80.505000114441,1500,5.367000007629e-02,2.236250003179e-05,7.285304753699e-08
2400,16,1,88.200000047684,1597,5.522855356774e-02,2.301189731989e-05,4.830192176177e-08
2400,16,3,92.894999980927,1620,5.734259258082e-02,2.389274690867e-05,4.636421354274e-08
2400,16,2,94.087999820709,1638,5.744078133132e-02,2.393365888805e-05,4.387740481304e-08
2400,16,0,97.493999958038,1673,5.827495514527e-02,2.428123131053e-05,-5.206608280062e-08
2400,32,0,98.446000099182,1649,5.970042455984e-02,2.487517689993e-05,-4.770012139473e-08
2400,32,2,100.795000076294,1677,6.010435305682e-02,2.504348044034e-05,-5.476962227976e-08
2400,32,1,103.014000177383,1690,6.095502969076e-02,2.539792903782e-05,-5.936398387472e-08
2400,32,3,104.296000003815,1699,6.138669805993e-02,2.557779085830e-05,-6.274982850278e-08
2500,2,3,0.183000087738,9,2.033334308200e-02,8.133337232802e-06,9.037041369780e-07
2500,2,2,0.268000125885,13,2.061539429885e-02,8.246157719539e-06,6.343198245799e-07
2500,2,1,0.308000087738,15,2.053333918254e-02,8.213335673014e-06,5.475557115343e-07
2500,2,0,1.118999958038,107,1.045794353307e-02,4.183177413227e-06,3.909511601147e-08
2500,4,2,1.094000101089,100,1.094000101089e-02,4.376000404358e-06,4.376000404358e-08
2500,4,1,1.672000169754,147,1.137415081465e-02,4.549660325861e-06,3.095007024395e-08
2500,4,3,2.174000024796,192,1.132291679581e-02,4.529166718324e-06,2.358940999127e-08
2500,4,0,3.100000143051,272,1.139705934945e-02,4.558823739781e-06,1.676038139625e-08
2500,8,0,1.845999956131,185,9.978378141249e-03,3.991351256499e-06,2.157487165675e-08
2500,8,3,11.672999858856,608,1.919901292575e-02,7.679605170300e-06,1.263092955641e-08
2500,8,1,15.944999933243,674,2.365726993063e-02,9.462907972251e-06,1.403992280749e-08
2500,8,2,18.436999797821,645,2.858449581058e-02,1.143379832423e-05,1.772681910733e-08
2500,16,2,101.536000013351,1611,6.302669150425e-02,2.521067660170e-05,-4.831292803334e-08
2500,16,3,105.986999988556,1631,6.498283261101e-02,2.599313304440e-05,-5.464565418934e-08
2500,16,1,111.960999965668,1684,6.648515437391e-02,2.659406174956e-05,-7.462601049332e-08
